,time,person_name,phone,email,company,role,application_status
182,2022-05-25T10:33:34.152161,Giovanna Katniss,3046702879,Giovanna.Katniss@sbcglobal.net,Cone Printer Corporation,Direct Marketing Developer,waiting_for_interview
183,2022-04-28T11:02:05.153895,Venetia Jazmine,001894143,"Venetia.Jazmine@sbcglobal,cc",Cone Printer Corporation,Direct Marketing Developer,applied
184,2022-05-18T11:02:16.153898,Venetia Jazmine,001894143,"Venetia.Jazmine@sbcglobal,cc",Cone Printer Corporation,Direct Marketing Developer,waiting_for_interview
185,2022-04-27T08:18:27.156563,Kira Josie,0012453130388,Kira.Josie@protonmail.cc,Cone Printer Corporation,Direct Marketing Developer,applied
186,2022-05-13T13:12:34.156567,Kira Josie,0012453130388,Kira.Josie@protonmail.cc,Cone Printer Corporation,Direct Marketing Developer,waiting_for_interview
187,2022-05-22T11:50:03.156570,Kira Josie,0012453130388,Kira.Josie@protonmail.cc,Cone Printer Corporation,Direct Marketing Developer,offer_sent
188,2022-05-23T08:02:35.156560,Kira Josie,0012453130388,Kira.Josie@protonmail.cc,Cone Printer Corporation,Direct Marketing Developer,hired
189,2022-05-12T12:16:56.146658,Shauna Athalia,8841079970,Shauna.Athalia@msn.cc,Cone Printer Corporation,Principal Applications Designer,applied
190,2022-05-24T13:32:07.146553,Shauna Athalia,8841079970,Shauna.Athalia@msn.cc,Cone Printer Corporation,Principal Applications Designer,waiting_for_interview
191,2022-04-30T09:36:28.150752,Kya Fifi,3184985276,Kya.Fifi@protonmail.cc,Cone Printer Corporation,Principal Applications Designer,applied
192,2022-04-30T09:50:39.150773,Kya Fifi,3184985276,Kya.Fifi@protonmail.cc,Cone Printer Corporation,Principal Applications Designer,waiting_for_interview
193,2022-05-09T14:41:28.150783,Kya Fifi,3184985276,Kya.Fifi@protonmail.cc,Cone Printer Corporation,Principal Applications Designer,offer_sent
194,2022-05-11T08:06:43.150764,Kya Fifi,3184985276,Kya.Fifi@protonmail.cc,Cone Printer Corporation,Principal Applications Designer,hired
195,2022-04-27T12:18:25.151324,Calliope Zada,2921701574,Calliope.Zada@aol.cc,Cone Printer Corporation,Principal Applications Designer,applied
196,2022-04-30T11:50:40.151344,Calliope Zada,2921701574,Calliope.Zada@aol.cc,Cone Printer Corporation,Principal Applications Designer,waiting_for_interview
197,2022-04-30T14:59:09.151313,Calliope Zada,2921701574,Calliope.Zada@aol.cc,Cone Printer Corporation,Principal Applications Designer,offer_sent
198,2022-05-05T11:06:21.151334,Calliope Zada,2921701574,Calliope.Zada@aol.cc,Cone Printer Corporation,Principal Applications Designer,hired
199,2022-05-17T11:18:39.153777,Mira Carol,4167102055,Mira.Carol@att.com,Cone Printer Corporation,Principal Applications Designer,applied
200,2022-05-19T12:52:04.154121,Maria Whitney,14584649,Maria.Whitney@protonmail.io,Cone Printer Corporation,Principal Applications Designer,applied
201,2022-05-13T12:23:03.154321,Ethel Noreen,1818571931,Ethel.Noreen@hotmail.biz,Cone Printer Corporation,Principal Applications Designer,applied
202,2022-05-02T12:58:17.154351,Celeste Brodie,+19032930,Celeste.Brodie@msn.cc,Cone Printer Corporation,Principal Applications Designer,applied
203,2022-05-03T14:45:31.154354,Celeste Brodie,+19032930,Celeste.Brodie@msn.cc,Cone Printer Corporation,Principal Applications Designer,waiting_for_interview
204,2022-05-23T12:56:42.154348,Celeste Brodie,+19032930,Celeste.Brodie@msn.cc,Cone Printer Corporation,Principal Applications Designer,offer_sent
205,2022-05-25T13:46:25.154344,Celeste Brodie,+19032930,Celeste.Brodie@msn.cc,Cone Printer Corporation,Principal Applications Designer,hired
206,2022-04-28T13:16:45.157210,Kaye Maddie,0015411768707,Kaye.Maddie@protonmail.net,Cone Printer Corporation,Principal Applications Designer,applied
207,2022-05-08T10:40:54.157217,Kaye Maddie,0015411768707,Kaye.Maddie@protonmail.net,Cone Printer Corporation,Principal Applications Designer,waiting_for_interview
208,2022-05-08T13:22:16.157214,Kaye Maddie,0015411768707,Kaye.Maddie@protonmail.net,Cone Printer Corporation,Principal Applications Designer,offer_sent
209,2022-04-27T12:32:56.146856,Anais Bobbie,+14151708054,Anais.Bobbie@hotmail.com,Cone Printer Corporation,International Creative Architect,applied
210,2022-05-18T14:26:48.146878,Anais Bobbie,+14151708054,Anais.Bobbie@hotmail.com,Cone Printer Corporation,International Creative Architect,waiting_for_interview
211,2022-05-19T11:05:30.146899,Anais Bobbie,+14151708054,Anais.Bobbie@hotmail.com,Cone Printer Corporation,International Creative Architect,offer_sent
212,2022-05-24T10:32:11.146889,Anais Bobbie,+14151708054,Anais.Bobbie@hotmail.com,Cone Printer Corporation,International Creative Architect,hired
213,2022-05-16T10:01:17.153810,Caitlan Pixie,001124304,"Caitlan.Pixie@gmail,io",Cone Printer Corporation,International Creative Architect,applied
214,2022-05-16T12:33:40.153814,Caitlan Pixie,001124304,"Caitlan.Pixie@gmail,io",Cone Printer Corporation,International Creative Architect,waiting_for_interview
215,2022-05-18T11:39:57.153820,Caitlan Pixie,001124304,"Caitlan.Pixie@gmail,io",Cone Printer Corporation,International Creative Architect,offer_sent
216,2022-05-26T10:24:51.153817,Caitlan Pixie,001124304,"Caitlan.Pixie@gmail,io",Cone Printer Corporation,International Creative Architect,offer_rejected
217,2022-05-11T09:11:28.154776,Julie Modesty,+159469647,Julie.Modesty@sbcglobal.cc,Cone Printer Corporation,International Creative Architect,applied
218,2022-05-13T14:36:36.154779,Julie Modesty,+159469647,Julie.Modesty@sbcglobal.cc,Cone Printer Corporation,International Creative Architect,waiting_for_interview
219,2022-05-17T10:27:59.154772,Julie Modesty,+159469647,Julie.Modesty@sbcglobal.cc,Cone Printer Corporation,International Creative Architect,offer_sent
220,2022-05-24T10:28:55.154782,Julie Modesty,+159469647,Julie.Modesty@sbcglobal.cc,Cone Printer Corporation,International Creative Architect,hired
221,2022-04-28T11:11:11.155442,Scarlett Rhonda,0012697202354,Scarlett.Rhonda@aol.biz,Cone Printer Corporation,International Creative Architect,applied
222,2022-05-14T13:31:50.155438,Scarlett Rhonda,0012697202354,Scarlett.Rhonda@aol.biz,Cone Printer Corporation,International Creative Architect,waiting_for_interview
223,2022-04-29T14:47:00.156020,Madeleine Annabeth,0018579272111,Madeleine.Annabeth@protonmail.com,Cone Printer Corporation,International Creative Architect,applied
224,2022-05-01T14:09:19.156010,Madeleine Annabeth,0018579272111,Madeleine.Annabeth@protonmail.com,Cone Printer Corporation,International Creative Architect,waiting_for_interview
225,2022-05-04T14:12:05.156017,Madeleine Annabeth,0018579272111,Madeleine.Annabeth@protonmail.com,Cone Printer Corporation,International Creative Architect,offer_sent
226,2022-05-15T12:27:42.156013,Madeleine Annabeth,0018579272111,Madeleine.Annabeth@protonmail.com,Cone Printer Corporation,International Creative Architect,offer_rejected
227,2022-04-30T09:05:24.156098,Amani Bree,2049271406,Amani.Bree@hotmail.net,Cone Printer Corporation,International Creative Architect,applied
228,2022-05-02T09:55:33.156101,Amani Bree,2049271406,Amani.Bree@hotmail.net,Cone Printer Corporation,International Creative Architect,waiting_for_interview
229,2022-04-29T10:36:17.156180,Elena Denny,4868813587,Elena.Denny@att.cc,Cone Printer Corporation,International Creative Architect,applied
230,2022-05-13T14:31:40.156176,Elena Denny,4868813587,Elena.Denny@att.cc,Cone Printer Corporation,International Creative Architect,waiting_for_interview
231,2022-05-15T08:33:31.156183,Elena Denny,4868813587,Elena.Denny@att.cc,Cone Printer Corporation,International Creative Architect,offer_sent
232,2022-05-03T12:10:26.156988,Rabia Chantelle,0018198533561,Rabia.Chantelle@sbcglobal.net,Cone Printer Corporation,International Creative Architect,applied
233,2022-05-04T10:51:10.146937,Magdalena Lynda,+15710004972,Magdalena.Lynda@sbcglobal.net,Cone Printer Corporation,Central Assurance Synergist,applied
234,2022-05-05T11:37:41.146947,Magdalena Lynda,+15710004972,Magdalena.Lynda@sbcglobal.net,Cone Printer Corporation,Central Assurance Synergist,waiting_for_interview
235,2022-05-14T14:38:01.146926,Magdalena Lynda,+15710004972,Magdalena.Lynda@sbcglobal.net,Cone Printer Corporation,Central Assurance Synergist,offer_sent
236,2022-05-16T14:46:57.146957,Magdalena Lynda,+15710004972,Magdalena.Lynda@sbcglobal.net,Cone Printer Corporation,Central Assurance Synergist,hired
237,2022-05-23T14:20:40.149634,Deedee Anusha,0015185856250,Deedee.Anusha@att.biz,Cone Printer Corporation,Central Assurance Synergist,applied
238,2022-05-01T12:44:32.153147,Miriam Quiana,7401818641,Miriam.Quiana@gmail.com,Cone Printer Corporation,Central Assurance Synergist,applied
239,2022-05-18T10:13:00.153159,Miriam Quiana,7401818641,Miriam.Quiana@gmail.com,Cone Printer Corporation,Central Assurance Synergist,waiting_for_interview
240,2022-05-21T09:10:32.153205,Miriam Quiana,7401818641,Miriam.Quiana@gmail.com,Cone Printer Corporation,Central Assurance Synergist,offer_sent
241,2022-05-26T08:30:23.153169,Miriam Quiana,7401818641,Miriam.Quiana@gmail.com,Cone Printer Corporation,Central Assurance Synergist,hired
242,2022-05-13T12:45:04.154480,Diamond Rowan,9735914086,Diamond.Rowan@protonmail.com,Cone Printer Corporation,Central Assurance Synergist,applied
243,2022-05-07T10:55:18.154537,Lucia Joni,+15836737,Lucia.Joni@sbcglobal.cc,Cone Printer Corporation,Central Assurance Synergist,applied
244,2022-05-07T11:29:38.154546,Lucia Joni,+15836737,Lucia.Joni@sbcglobal.cc,Cone Printer Corporation,Central Assurance Synergist,waiting_for_interview
245,2022-05-22T09:06:00.154543,Lucia Joni,+15836737,Lucia.Joni@sbcglobal.cc,Cone Printer Corporation,Central Assurance Synergist,offer_sent
246,2022-05-24T08:23:07.154540,Lucia Joni,+15836737,Lucia.Joni@sbcglobal.cc,Cone Printer Corporation,Central Assurance Synergist,hired
247,2022-05-05T10:14:56.155772,Adreanna Carina,9341892755,Adreanna.Carina@sbcglobal.io,Cone Printer Corporation,Central Assurance Synergist,applied
248,2022-05-07T12:43:31.155769,Adreanna Carina,9341892755,Adreanna.Carina@sbcglobal.io,Cone Printer Corporation,Central Assurance Synergist,disqualified
249,2022-04-28T08:52:37.156513,Nila Mona,4589129487,Nila.Mona@msn.cc,Cone Printer Corporation,Central Assurance Synergist,applied
250,2022-05-02T09:46:55.156504,Nila Mona,4589129487,Nila.Mona@msn.cc,Cone Printer Corporation,Central Assurance Synergist,waiting_for_interview
251,2022-05-04T12:58:38.156510,Nila Mona,4589129487,Nila.Mona@msn.cc,Cone Printer Corporation,Central Assurance Synergist,offer_sent
252,2022-05-23T14:00:29.156507,Nila Mona,4589129487,Nila.Mona@msn.cc,Cone Printer Corporation,Central Assurance Synergist,offer_rejected
253,2022-05-01T09:29:13.157023,Madalyn Kailey,7283198641,Madalyn.Kailey@sbcglobal.com,Cone Printer Corporation,Central Assurance Synergist,applied
254,2022-05-20T11:13:08.157026,Madalyn Kailey,7283198641,Madalyn.Kailey@sbcglobal.com,Cone Printer Corporation,Central Assurance Synergist,disqualified
255,2022-04-30T08:55:05.146981,Madyson Jana,9058412805,Madyson.Jana@gmail.net,Cone Printer Corporation,Investor Ideation Technician,applied
256,2022-05-06T14:34:16.146992,Madyson Jana,9058412805,Madyson.Jana@gmail.net,Cone Printer Corporation,Investor Ideation Technician,waiting_for_interview
257,2022-05-21T14:27:25.147012,Madyson Jana,9058412805,Madyson.Jana@gmail.net,Cone Printer Corporation,Investor Ideation Technician,offer_sent
258,2022-05-24T08:40:30.147002,Madyson Jana,9058412805,Madyson.Jana@gmail.net,Cone Printer Corporation,Investor Ideation Technician,hired
259,2022-04-29T14:42:55.147891,Regina Hattie,+16786382422,Regina.Hattie@hotmail.biz,Cone Printer Corporation,Investor Ideation Technician,applied
260,2022-05-02T09:02:22.147881,Regina Hattie,+16786382422,Regina.Hattie@hotmail.biz,Cone Printer Corporation,Investor Ideation Technician,waiting_for_interview
261,2022-05-03T08:23:41.147900,Regina Hattie,+16786382422,Regina.Hattie@hotmail.biz,Cone Printer Corporation,Investor Ideation Technician,offer_sent
262,2022-05-10T09:58:47.147868,Regina Hattie,+16786382422,Regina.Hattie@hotmail.biz,Cone Printer Corporation,Investor Ideation Technician,offer_rejected
263,2022-05-06T11:35:33.151716,Ariadne Carlynn,0019675725177,Ariadne.Carlynn@hotmail.biz,Cone Printer Corporation,Investor Ideation Technician,applied
264,2022-05-14T13:33:52.151687,Ariadne Carlynn,0019675725177,Ariadne.Carlynn@hotmail.biz,Cone Printer Corporation,Investor Ideation Technician,disqualified
265,2022-05-07T09:34:21.153030,Katy Gayle,0018550334631,Katy.Gayle@sbcglobal.net,Cone Printer Corporation,Investor Ideation Technician,applied
266,2022-05-18T10:53:27.153041,Katy Gayle,0018550334631,Katy.Gayle@sbcglobal.net,Cone Printer Corporation,Investor Ideation Technician,waiting_for_interview
267,2022-05-15T13:59:46.154038,Regan Iris,5557715848,Regan.Iris@hotmail.io,Cone Printer Corporation,Investor Ideation Technician,applied
268,2022-05-21T11:32:05.154043,Regan Iris,5557715848,Regan.Iris@hotmail.io,Cone Printer Corporation,Investor Ideation Technician,waiting_for_interview
269,2022-04-27T14:58:54.154963,Tulip Genesis,0017401392512,Tulip.Genesis@hotmail.biz,Cone Printer Corporation,Investor Ideation Technician,applied
270,2022-05-13T12:58:55.154959,Tulip Genesis,0017401392512,Tulip.Genesis@hotmail.biz,Cone Printer Corporation,Investor Ideation Technician,disqualified
271,2022-04-30T08:11:58.154969,Alannah Shelly,+13576581007,"Alannah.Shelly@protonmail,biz",Cone Printer Corporation,Investor Ideation Technician,applied
272,2022-05-02T09:27:54.154972,Alannah Shelly,+13576581007,"Alannah.Shelly@protonmail,biz",Cone Printer Corporation,Investor Ideation Technician,waiting_for_interview
273,2022-05-11T12:57:09.155426,Leticia Nala,+15717299377,Leticia.Nala@protonmail.io,Cone Printer Corporation,Investor Ideation Technician,applied
274,2022-05-19T09:38:19.155422,Leticia Nala,+15717299377,Leticia.Nala@protonmail.io,Cone Printer Corporation,Investor Ideation Technician,waiting_for_interview
275,2022-05-20T10:06:24.155429,Leticia Nala,+15717299377,Leticia.Nala@protonmail.io,Cone Printer Corporation,Investor Ideation Technician,offer_sent
276,2022-05-25T10:12:04.155432,Leticia Nala,+15717299377,Leticia.Nala@protonmail.io,Cone Printer Corporation,Investor Ideation Technician,offer_rejected
277,2022-04-29T11:04:32.156465,Bev Eunice,6926517362,Bev.Eunice@gmail.net,Cone Printer Corporation,Investor Ideation Technician,applied
278,2022-05-23T08:38:46.156539,Sebastianne Ianthe,0018426558628,Sebastianne.Ianthegmail.biz,Cone Printer Corporation,Investor Ideation Technician,applied
279,2022-05-02T12:27:10.156903,Loretta Phoenix,8906757372,Loretta.Phoenix@gmail.net,Cone Printer Corporation,Investor Ideation Technician,applied
280,2022-05-08T12:02:50.156900,Loretta Phoenix,8906757372,Loretta.Phoenix@gmail.net,Cone Printer Corporation,Investor Ideation Technician,waiting_for_interview
281,2022-05-21T09:29:09.156910,Loretta Phoenix,8906757372,Loretta.Phoenix@gmail.net,Cone Printer Corporation,Investor Ideation Technician,offer_sent
282,2022-05-24T08:06:18.156907,Loretta Phoenix,8906757372,Loretta.Phoenix@gmail.net,Cone Printer Corporation,Investor Ideation Technician,offer_rejected
283,2022-05-03T09:45:35.147046,Kaelyn Alannah,8963412630,Kaelyn.Alannah@gmail.biz,Cone Printer Corporation,District Quality Director,applied
284,2022-05-13T11:12:42.147035,Kaelyn Alannah,8963412630,Kaelyn.Alannah@gmail.biz,Cone Printer Corporation,District Quality Director,waiting_for_interview
285,2022-05-21T11:47:49.147056,Kaelyn Alannah,8963412630,Kaelyn.Alannah@gmail.biz,Cone Printer Corporation,District Quality Director,offer_sent
286,2022-05-24T11:12:03.147066,Kaelyn Alannah,8963412630,Kaelyn.Alannah@gmail.biz,Cone Printer Corporation,District Quality Director,hired
287,2022-04-29T12:34:57.147337,Kaye Azaria,0017746480840,Kaye.Azaria@protonmail.biz,Cone Printer Corporation,District Quality Director,applied
288,2022-05-05T08:23:37.147466,Kaye Azaria,0017746480840,Kaye.Azaria@protonmail.biz,Cone Printer Corporation,District Quality Director,waiting_for_interview
289,2022-05-10T10:54:28.147450,Kaye Azaria,0017746480840,Kaye.Azaria@protonmail.biz,Cone Printer Corporation,District Quality Director,offer_sent
290,2022-05-14T13:36:23.147476,Kaye Azaria,0017746480840,Kaye.Azaria@protonmail.biz,Cone Printer Corporation,District Quality Director,offer_rejected
291,2022-04-29T08:42:53.148372,Karolina Kailyn,2091685777,Karolina.Kailyn@msn.net,Cone Printer Corporation,District Quality Director,applied
292,2022-05-05T12:40:18.148381,Karolina Kailyn,2091685777,Karolina.Kailyn@msn.net,Cone Printer Corporation,District Quality Director,waiting_for_interview
293,2022-05-06T10:38:11.148391,Karolina Kailyn,2091685777,Karolina.Kailyn@msn.net,Cone Printer Corporation,District Quality Director,offer_sent
294,2022-05-19T11:32:29.148360,Karolina Kailyn,2091685777,Karolina.Kailyn@msn.net,Cone Printer Corporation,District Quality Director,hired
295,2022-05-11T12:21:08.148851,Alessandra Kamryn,00158260137347,Alessandra.Kamryn@hotmail.biz,Cone Printer Corporation,District Quality Director,applied
296,2022-05-11T14:52:57.148874,Alessandra Kamryn,00158260137347,Alessandra.Kamryn@hotmail.biz,Cone Printer Corporation,District Quality Director,waiting_for_interview
297,2022-05-16T11:30:06.148904,Alessandra Kamryn,00158260137347,Alessandra.Kamryn@hotmail.biz,Cone Printer Corporation,District Quality Director,offer_sent
298,2022-05-20T10:51:42.148864,Alessandra Kamryn,00158260137347,Alessandra.Kamryn@hotmail.biz,Cone Printer Corporation,District Quality Director,hired
299,2022-05-01T11:49:47.154227,Morgana Kylie,+11526911229,Morgana.Kylie@att.net,Cone Printer Corporation,District Quality Director,applied
300,2022-05-13T10:32:52.154231,Morgana Kylie,+11526911229,Morgana.Kylie@att.net,Cone Printer Corporation,District Quality Director,waiting_for_interview
301,2022-05-22T08:00:15.154221,Morgana Kylie,+11526911229,Morgana.Kylie@att.net,Cone Printer Corporation,District Quality Director,offer_sent
302,2022-05-22T13:20:10.154224,Morgana Kylie,+11526911229,Morgana.Kylie@att.net,Cone Printer Corporation,District Quality Director,offer_rejected
303,2022-04-29T12:57:02.154452,Jayden Ebony,4248326066,Jayden.Ebony@att.cc,Cone Printer Corporation,District Quality Director,applied
304,2022-05-09T11:16:43.154443,Jayden Ebony,4248326066,Jayden.Ebony@att.cc,Cone Printer Corporation,District Quality Director,waiting_for_interview
305,2022-05-11T13:23:08.154446,Jayden Ebony,4248326066,Jayden.Ebony@att.cc,Cone Printer Corporation,District Quality Director,offer_sent
306,2022-05-18T11:02:41.154449,Jayden Ebony,4248326066,Jayden.Ebony@att.cc,Cone Printer Corporation,District Quality Director,hired
307,2022-05-14T09:09:50.155216,Geraldine Ailsa,7066781223,Geraldine.Ailsa@gmail.biz,Cone Printer Corporation,District Quality Director,applied
308,2022-05-21T14:59:25.155209,Geraldine Ailsa,7066781223,Geraldine.Ailsa@gmail.biz,Cone Printer Corporation,District Quality Director,waiting_for_interview
309,2022-05-27T12:36:08.155212,Geraldine Ailsa,7066781223,Geraldine.Ailsa@gmail.biz,Cone Printer Corporation,District Quality Director,disqualified
310,2022-05-10T11:23:23.155821,Ailsa Thelma,2552722553,Ailsa.Thelma@gmail.net,Cone Printer Corporation,District Quality Director,applied
311,2022-05-16T09:14:45.155827,Ailsa Thelma,2552722553,Ailsa.Thelma@gmail.net,Cone Printer Corporation,District Quality Director,waiting_for_interview
312,2022-05-17T13:24:52.155824,Ailsa Thelma,2552722553,Ailsa.Thelma@gmail.net,Cone Printer Corporation,District Quality Director,offer_sent
313,2022-05-26T12:17:04.155818,Ailsa Thelma,2552722553,Ailsa.Thelma@gmail.net,Cone Printer Corporation,District Quality Director,hired
314,2022-05-12T08:09:38.155935,Everly Blake,3150174092,Everly.Blake@protonmail.net,Cone Printer Corporation,District Quality Director,applied
315,2022-05-27T11:41:07.155939,Everly Blake,3150174092,Everly.Blake@protonmail.net,Cone Printer Corporation,District Quality Director,disqualified
316,2022-05-01T12:40:18.157129,Raelyn Monique,6500624284,Raelyn.Moniquehotmail.io,Cone Printer Corporation,District Quality Director,applied
317,2022-05-05T09:49:06.157126,Raelyn Monique,6500624284,Raelyn.Moniquehotmail.io,Cone Printer Corporation,District Quality Director,waiting_for_interview
318,2022-05-23T09:26:25.157133,Raelyn Monique,6500624284,Raelyn.Moniquehotmail.io,Cone Printer Corporation,District Quality Director,offer_sent
319,2022-05-13T09:57:38.147085,Ivy Dora,9800605119,"Ivy.Dora@aol,com",Cone Printer Corporation,Forward Response Orchestrator,applied
320,2022-04-28T12:41:20.151780,Genevieve Halle,347285,Genevieve.Halle@aol.io,Cone Printer Corporation,Forward Response Orchestrator,applied
321,2022-05-02T14:19:30.151791,Genevieve Halle,347285,Genevieve.Halle@aol.io,Cone Printer Corporation,Forward Response Orchestrator,waiting_for_interview
322,2022-05-23T12:45:25.151801,Genevieve Halle,347285,Genevieve.Halle@aol.io,Cone Printer Corporation,Forward Response Orchestrator,disqualified
323,2022-05-03T11:12:46.154169,Fanny Therese,+1305133932,Fanny.Therese@aol.io,Cone Printer Corporation,Forward Response Orchestrator,applied
324,2022-05-12T10:01:36.154172,Fanny Therese,+1305133932,Fanny.Therese@aol.io,Cone Printer Corporation,Forward Response Orchestrator,waiting_for_interview
325,2022-05-16T14:00:58.154176,Fanny Therese,+1305133932,Fanny.Therese@aol.io,Cone Printer Corporation,Forward Response Orchestrator,offer_sent
326,2022-04-30T11:17:12.154187,Azalea Una,0013435882160,"Azalea.Una@sbcglobal,net",Cone Printer Corporation,Forward Response Orchestrator,applied
327,2022-05-08T08:59:50.154183,Azalea Una,0013435882160,"Azalea.Una@sbcglobal,net",Cone Printer Corporation,Forward Response Orchestrator,waiting_for_interview
328,2022-05-14T13:59:25.154190,Azalea Una,0013435882160,"Azalea.Una@sbcglobal,net",Cone Printer Corporation,Forward Response Orchestrator,offer_sent
329,2022-05-15T09:59:03.154193,Azalea Una,0013435882160,"Azalea.Una@sbcglobal,net",Cone Printer Corporation,Forward Response Orchestrator,offer_rejected
330,2022-05-07T10:26:33.154562,Indie Abi,0014514024003,Indie.Abi@msn.com,Cone Printer Corporation,Forward Response Orchestrator,applied
331,2022-05-12T08:34:08.154559,Indie Abi,0014514024003,Indie.Abi@msn.com,Cone Printer Corporation,Forward Response Orchestrator,waiting_for_interview
332,2022-05-18T13:47:50.154569,Indie Abi,0014514024003,Indie.Abi@msn.com,Cone Printer Corporation,Forward Response Orchestrator,offer_sent
333,2022-05-22T13:23:42.154565,Indie Abi,0014514024003,Indie.Abi@msn.com,Cone Printer Corporation,Forward Response Orchestrator,hired
334,2022-04-30T08:31:59.154685,Aphrodite Liz,0014362084285,Aphrodite.Liz@aolio,Cone Printer Corporation,Forward Response Orchestrator,applied
335,2022-05-09T13:29:42.154682,Aphrodite Liz,0014362084285,Aphrodite.Liz@aolio,Cone Printer Corporation,Forward Response Orchestrator,waiting_for_interview
336,2022-05-13T14:45:21.154689,Aphrodite Liz,0014362084285,Aphrodite.Liz@aolio,Cone Printer Corporation,Forward Response Orchestrator,offer_sent
337,2022-05-15T11:37:50.154679,Aphrodite Liz,0014362084285,Aphrodite.Liz@aolio,Cone Printer Corporation,Forward Response Orchestrator,offer_rejected
338,2022-04-27T09:22:05.154807,Lupita Ellen,2931518424,Lupita.Ellen@protonmail.cc,Cone Printer Corporation,Forward Response Orchestrator,applied
339,2022-04-29T12:44:03.154810,Lupita Ellen,2931518424,Lupita.Ellen@protonmail.cc,Cone Printer Corporation,Forward Response Orchestrator,waiting_for_interview
340,2022-05-18T14:18:14.155133,Rylee Shea,5620746934,Rylee.Shea@gmail.cc,Cone Printer Corporation,Forward Response Orchestrator,applied
341,2022-05-20T14:38:21.155136,Rylee Shea,5620746934,Rylee.Shea@gmail.cc,Cone Printer Corporation,Forward Response Orchestrator,waiting_for_interview
342,2022-05-21T10:20:35.155129,Rylee Shea,5620746934,Rylee.Shea@gmail.cc,Cone Printer Corporation,Forward Response Orchestrator,offer_sent
343,2022-05-09T11:01:27.155530,Zelina Maeve,3937995327,Zelina.Maeve@aol.com,Cone Printer Corporation,Forward Response Orchestrator,applied
344,2022-05-16T11:32:38.155527,Zelina Maeve,3937995327,Zelina.Maeve@aol.com,Cone Printer Corporation,Forward Response Orchestrator,waiting_for_interview
345,2022-05-18T11:22:02.155533,Zelina Maeve,3937995327,Zelina.Maeve@aol.com,Cone Printer Corporation,Forward Response Orchestrator,offer_sent
346,2022-05-25T09:10:37.155523,Zelina Maeve,3937995327,Zelina.Maeve@aol.com,Cone Printer Corporation,Forward Response Orchestrator,hired
347,2022-05-11T12:09:14.155542,Cathleen Catrina,6803881856,Cathleen.Catrina@msn.com,Cone Printer Corporation,Forward Response Orchestrator,applied
348,2022-05-16T10:21:38.155545,Cathleen Catrina,6803881856,Cathleen.Catrina@msn.com,Cone Printer Corporation,Forward Response Orchestrator,waiting_for_interview
349,2022-05-26T08:12:21.155539,Cathleen Catrina,6803881856,Cathleen.Catrina@msn.com,Cone Printer Corporation,Forward Response Orchestrator,offer_sent
350,2022-04-27T14:46:05.155959,Shirley Lizzy,1460505250,Shirley.Lizzymsn.cc,Cone Printer Corporation,Forward Response Orchestrator,applied
351,2022-05-04T09:08:51.156198,Ariella Anabelle,0014236749459,Ariella.Anabelle@msn.cc,Cone Printer Corporation,Forward Response Orchestrator,applied
352,2022-05-10T11:01:23.156205,Ariella Anabelle,0014236749459,Ariella.Anabelle@msn.cc,Cone Printer Corporation,Forward Response Orchestrator,waiting_for_interview
353,2022-05-13T11:11:55.156202,Ariella Anabelle,0014236749459,Ariella.Anabelle@msn.cc,Cone Printer Corporation,Forward Response Orchestrator,offer_sent
354,2022-05-06T12:32:23.156916,Noemi Pamela,00175367074,"Noemi.Pamela@protonmail,com",Cone Printer Corporation,Forward Response Orchestrator,applied
355,2022-05-01T10:04:42.147145,Isobel Mallory,2553682348,Isobel.Mallory@att.cc,Cone Printer Corporation,District Program Planner,applied
356,2022-05-07T10:42:31.147132,Isobel Mallory,2553682348,Isobel.Mallory@att.cc,Cone Printer Corporation,District Program Planner,disqualified
357,2022-05-08T10:06:05.151076,Alayna Claire,3095960393,"Alayna.Claire@sbcglobal,com",Cone Printer Corporation,District Program Planner,applied
358,2022-05-11T11:30:17.151066,Alayna Claire,3095960393,"Alayna.Claire@sbcglobal,com",Cone Printer Corporation,District Program Planner,waiting_for_interview
359,2022-05-20T09:20:16.151055,Alayna Claire,3095960393,"Alayna.Claire@sbcglobal,com",Cone Printer Corporation,District Program Planner,offer_sent
360,2022-05-22T13:07:38.151085,Alayna Claire,3095960393,"Alayna.Claire@sbcglobal,com",Cone Printer Corporation,District Program Planner,hired
361,2022-05-07T12:28:01.154141,Kenna Arleen,0014707471679,Kenna.Arleen@hotmail.com,Cone Printer Corporation,District Program Planner,applied
362,2022-05-22T08:27:12.154137,Kenna Arleen,0014707471679,Kenna.Arleen@hotmail.com,Cone Printer Corporation,District Program Planner,disqualified
363,2022-05-19T09:03:52.154386,Vivien Bess,0017571852786,Vivien.Bess@gmail.biz,Cone Printer Corporation,District Program Planner,applied
364,2022-05-20T13:32:59.154382,Vivien Bess,0017571852786,Vivien.Bess@gmail.biz,Cone Printer Corporation,District Program Planner,waiting_for_interview
365,2022-05-21T11:51:51.154389,Vivien Bess,0017571852786,Vivien.Bess@gmail.biz,Cone Printer Corporation,District Program Planner,offer_sent
366,2022-05-26T09:41:53.154379,Vivien Bess,0017571852786,Vivien.Bess@gmail.biz,Cone Printer Corporation,District Program Planner,hired
367,2022-05-02T12:14:59.154931,Lacy Ramona,+15613503301,Lacy.Ramona@aol.cc,Cone Printer Corporation,District Program Planner,applied
